"ITTER107","Territorio","TIPO_DATO15","Funzioni biometriche","SEXISTAT1","Sesso","ETA1","Età e classi di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y31","31","2020","2020",99166,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y26","26","2020","2020",99199,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y31","31","2020","2020",53.907,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y34","34","2020","2020",45,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y24","24","2020","2020",99393,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y28","28","2020","2020",99283,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y26","26","2020","2020",99176,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y31","31","2020","2020",0.22449,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y16","16","2020","2020",0.11175,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y28","28","2020","2020",99267,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y24","24","2020","2020",99407,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y16","16","2020","2020",99589,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y34","34","2020","2020",99337,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y28","28","2020","2020",0.18345,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y16","16","2020","2020",0.9997593,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y26","26","2020","2020",99332,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y31","31","2020","2020",0.9994846,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y24","24","2020","2020",0.15053,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y16","16","2020","2020",68.768,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y28","28","2020","2020",46,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y34","34","2020","2020",99321,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y16","16","2020","2020",21,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y24","24","2020","2020",60.835,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y28","28","2020","2020",56.875,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y31","31","2020","2020",50,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y26","26","2020","2020",99348,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y34","34","2020","2020",0.9995285,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y24","24","2020","2020",42,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y24","24","2020","2020",0.9995697,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y34","34","2020","2020",0.58687,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y26","26","2020","2020",0.17937,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y16","16","2020","2020",0.9998205,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y31","31","2020","2020",99413,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y26","26","2020","2020",45,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y16","16","2020","2020",16,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y28","28","2020","2020",0.9995412,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y31","31","2020","2020",36,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y34","34","2020","2020",46.552,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y30","30","2020","2020",20,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y27","27","2020","2020",0.9996712,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y27","27","2020","2020",99479,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y30","30","2020","2020",52.627,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y29","29","2020","2020",0.45129,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y26","26","2020","2020",0.999536,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y27","27","2020","2020",99488,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y25","25","2020","2020",99522,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y25","25","2020","2020",0.43637,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y30","30","2020","2020",50.452,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y27","27","2020","2020",33,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y29","29","2020","2020",99451,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y25","25","2020","2020",55.331,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y29","29","2020","2020",51.429,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y30","30","2020","2020",0.34409,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y29","29","2020","2020",99442,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y31","31","2020","2020",49.476,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y25","25","2020","2020",99514,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y25","25","2020","2020",99220,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y27","27","2020","2020",55.574,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y29","29","2020","2020",99038,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y29","29","2020","2020",0.9998082,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y25","25","2020","2020",0.30535,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y29","29","2020","2020",0.32173,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y27","27","2020","2020",53.38,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y29","29","2020","2020",99060,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y27","27","2020","2020",18,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y30","30","2020","2020",99219,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y29","29","2020","2020",18,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y25","25","2020","2020",57.539,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y30","30","2020","2020",0.9997887,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y25","25","2020","2020",99242,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y30","30","2020","2020",98992,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y25","25","2020","2020",17,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y29","29","2020","2020",53.61,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y27","27","2020","2020",0.46985,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y25","25","2020","2020",0.9998266,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y30","30","2020","2020",99016,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y30","30","2020","2020",99202,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y29","29","2020","2020",99251,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y25","25","2020","2020",59.844,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y30","30","2020","2020",0.9995073,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y25","25","2020","2020",99363,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y30","30","2020","2020",0.19808,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y29","29","2020","2020",99235,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y30","30","2020","2020",54.896,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y25","25","2020","2020",0.16753,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y27","27","2020","2020",99130,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y27","27","2020","2020",0.9998177,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y25","25","2020","2020",99378,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y29","29","2020","2020",0.18561,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y27","27","2020","2020",99153,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y30","30","2020","2020",48,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y30","30","2020","2020",0.9996445,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y25","25","2020","2020",30,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y27","27","2020","2020",0.18118,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y29","29","2020","2020",55.885,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y25","25","2020","2020",0.9995527,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y30","30","2020","2020",99433,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y29","29","2020","2020",32,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y26","26","2020","2020",58.854,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y30","30","2020","2020",99423,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y25","25","2020","2020",43,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y29","29","2020","2020",45,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y25","25","2020","2020",0.9996862,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y27","27","2020","2020",0.9995319,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y30","30","2020","2020",0.48309,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y31","31","2020","2020",0.9996189,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y29","29","2020","2020",0.9996671,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y30","30","2020","2020",34,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y27","27","2020","2020",99299,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y27","27","2020","2020",47,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y27","27","2020","2020",57.865,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y29","29","2020","2020",0.9995328,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y36","36","2020","2020",99253,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y36","36","2020","2020",0.67719,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y35","35","2020","2020",0.9996481,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y35","35","2020","2020",47.727,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y38","38","2020","2020",42.669,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y36","36","2020","2020",99271,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y35","35","2020","2020",34,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y35","35","2020","2020",98721,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y38","38","2020","2020",44.8,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y35","35","2020","2020",98752,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y38","38","2020","2020",46,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y38","38","2020","2020",0.6219,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y36","36","2020","2020",44.608,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y36","36","2020","2020",36,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y38","38","2020","2020",0.9995157,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y38","38","2020","2020",98514,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y36","36","2020","2020",46.75,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y35","35","2020","2020",98997,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y36","36","2020","2020",0.52542,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y38","38","2020","2020",98553,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y35","35","2020","2020",99021,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y35","35","2020","2020",62,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y36","36","2020","2020",98690,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y38","38","2020","2020",98834,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y35","35","2020","2020",0.33747,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y38","38","2020","2020",98865,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y27","27","2020","2020",0.32912,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y36","36","2020","2020",0.9996136,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y36","36","2020","2020",98657,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y35","35","2020","2020",49.963,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y38","38","2020","2020",0.46234,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y38","38","2020","2020",47.017,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y35","35","2020","2020",0.9993473,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y36","36","2020","2020",98973,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y36","36","2020","2020",48.98,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y36","36","2020","2020",98947,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y35","35","2020","2020",99305,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y38","38","2020","2020",76,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y35","35","2020","2020",48,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y27","27","2020","2020",99316,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y36","36","2020","2020",0.36627,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y38","38","2020","2020",0.9991846,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y35","35","2020","2020",0.9994941,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y38","38","2020","2020",61,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y36","36","2020","2020",0.9993023,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y38","38","2020","2020",99195,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y35","35","2020","2020",0.6283,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y36","36","2020","2020",67,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y38","38","2020","2020",0.9993463,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y35","35","2020","2020",99288,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y35","35","2020","2020",45.579,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y36","36","2020","2020",52,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y38","38","2020","2020",99172,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y38","38","2020","2020",0.77416,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y36","36","2020","2020",0.9994542,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y35","35","2020","2020",0.48636,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y41","41","2020","2020",99012,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y32","32","2020","2020",48.5,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y41","41","2020","2020",1.06618,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y40","40","2020","2020",0.9994042,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y40","40","2020","2020",42.857,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y32","32","2020","2020",0.52846,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y40","40","2020","2020",56,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y39","39","2020","2020",0.68553,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y39","39","2020","2020",43.828,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y32","32","2020","2020",50.664,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y41","41","2020","2020",39.775,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y39","39","2020","2020",50,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y39","39","2020","2020",98476,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y39","39","2020","2020",0.9994641,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y40","40","2020","2020",98345,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y32","32","2020","2020",0.39534,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y40","40","2020","2020",98392,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y39","39","2020","2020",98434,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y32","32","2020","2020",98918,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y39","39","2020","2020",98804,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y41","41","2020","2020",41.889,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y32","32","2020","2020",25,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y40","40","2020","2020",98736,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y32","32","2020","2020",0.9997281,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y41","41","2020","2020",62,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y41","41","2020","2020",0.85121,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y40","40","2020","2020",98698,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y41","41","2020","2020",0.9993377,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y40","40","2020","2020",93,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y39","39","2020","2020",0.50622,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y39","39","2020","2020",98770,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y41","41","2020","2020",98246,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y40","40","2020","2020",45.061,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y32","32","2020","2020",98892,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y40","40","2020","2020",0.56549,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y41","41","2020","2020",98299,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y41","41","2020","2020",98619,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y41","41","2020","2020",98661,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y39","39","2020","2020",0.9990988,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y39","39","2020","2020",46.038,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y32","32","2020","2020",0.25559,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y32","32","2020","2020",99128,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y32","32","2020","2020",99148,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y39","39","2020","2020",84,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y40","40","2020","2020",0.998994,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y32","32","2020","2020",0.9994551,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y32","32","2020","2020",52,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y40","40","2020","2020",99099,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y40","40","2020","2020",75,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y41","41","2020","2020",0.62618,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y32","32","2020","2020",52.919,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y40","40","2020","2020",0.9991944,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y41","41","2020","2020",44.086,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y39","39","2020","2020",68,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y40","40","2020","2020",99071,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y41","41","2020","2020",105,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y39","39","2020","2020",0.9992772,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y40","40","2020","2020",0.94582,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y39","39","2020","2020",99149,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y41","41","2020","2020",0.9988786,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y39","39","2020","2020",99124,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y32","32","2020","2020",39,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y40","40","2020","2020",40.737,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y40","40","2020","2020",0.76005,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y41","41","2020","2020",99043,,
"IT","Italia","PYLIVED","anni vissuti - Lx","2","femmine","Y32","32","2020","2020",99378,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y32","32","2020","2020",0.9995883,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","9","totale","Y41","41","2020","2020",0.9991029,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y39","39","2020","2020",41.701,,
"IT","Italia","DEATHS","decessi - dx","9","totale","Y41","41","2020","2020",84,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y39","39","2020","2020",0.85669,,
"IT","Italia","SURVIVORS","sopravviventi - lx","2","femmine","Y32","32","2020","2020",99391,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y47","47","2020","2020",1.44154,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","9","totale","Y43","43","2020","2020",1.02962,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y42","42","2020","2020",40.925,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y43","43","2020","2020",37.862,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y47","47","2020","2020",34.07,,
"IT","Italia","LIFEXP","speranza di vita - ex","1","maschi","Y42","42","2020","2020",38.817,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y43","43","2020","2020",76,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y43","43","2020","2020",0.9991928,,
"IT","Italia","LIFEXP","speranza di vita - ex","9","totale","Y43","43","2020","2020",39.963,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y42","42","2020","2020",1.17676,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y42","42","2020","2020",98194,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y47","47","2020","2020",97951,,
"IT","Italia","DEATHS","decessi - dx","2","femmine","Y42","42","2020","2020",69,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y43","43","2020","2020",98484,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y43","43","2020","2020",98016,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","2","femmine","Y42","42","2020","2020",0.999269,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y47","47","2020","2020",97424,,
"IT","Italia","PYLIVED","anni vissuti - Lx","1","maschi","Y42","42","2020","2020",98136,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y47","47","2020","2020",97510,,
"IT","Italia","SURVIVORS","sopravviventi - lx","9","totale","Y47","47","2020","2020",98021,,
"IT","Italia","PYLIVED","anni vissuti - Lx","9","totale","Y43","43","2020","2020",98433,,
"IT","Italia","SURVIVORS","sopravviventi - lx","1","maschi","Y43","43","2020","2020",98078,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y42","42","2020","2020",0.69838,,
"IT","Italia","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y43","43","2020","2020",0.76369,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y43","43","2020","2020",0.9986646,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y43","43","2020","2020",126,,
"IT","Italia","PROJPROB","probabilità prospettiva di sopravvivenza - Px","1","maschi","Y42","42","2020","2020",0.9987697,,
"IT","Italia","LIFEXP","speranza di vita - ex","2","femmine","Y42","42","2020","2020",43.114,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y47","47","2020","2020",172,,
"IT","Italia","DEATHS","decessi - dx","1","maschi","Y42","42","2020","2020",116,,
